work_year,experience_level,employment_type,job_title,salary,salary_currency,salary_in_usd,employee_residence,remote_ratio,company_location,company_size
2023,SE,FT,Scientist,137000,USD,137000,US,0,US,M
2023,SE,FT,IT,137000,USD,137000,US,0,US,M
2022,MI,FT,Scientist,137000,CAD,105236,CA,50,CA,L
2023,SE,FT,Engineer,136994,USD,136994,US,100,US,M
2022,SE,FT,Scientist,136994,USD,136994,US,100,US,M
2022,SE,FT,Engineer,136994,USD,136994,US,100,US,M
2023,SE,FT,Engineer,136850,USD,136850,US,100,US,M
2023,SE,FT,Engineer,136800,USD,136800,US,0,US,M
2023,SE,FT,Engineer,136743,USD,136743,US,0,US,M
2023,SE,FT,Scientist,136742,USD,136742,US,0,US,M
2024,SE,FT,Engineer,136675,USD,136675,US,100,US,M
2022,SE,FT,Scientist,136620,USD,136620,US,100,US,M
2023,SE,FT,Engineer,136600,USD,136600,US,100,US,M
2022,SE,FT,Finance,136600,USD,136600,US,100,US,M
2023,SE,FT,Finance,136505,USD,136505,US,100,US,M
2024,SE,FT,Scientist,136500,USD,136500,US,100,US,M
2023,MI,FT,Engineer,136500,USD,136500,US,0,US,M
2023,SE,FT,Scientist,136500,USD,136500,US,0,US,M
2024,SE,FT,IT,136420,USD,136420,NZ,0,NZ,M
2024,SE,FT,Scientist,136300,USD,136300,US,0,US,M
2023,SE,FT,Scientist,136300,USD,136300,GB,0,GB,M
2022,SE,FT,Finance,136260,USD,136260,US,100,US,M
2024,SE,FT,Scientist,136197,USD,136197,US,0,US,M
2022,SE,FT,Scientist,136100,USD,136100,US,0,US,M
2024,SE,FT,Scientist,136000,USD,136000,US,0,US,L
2024,SE,FT,Scientist,136000,USD,136000,US,0,US,L
2024,MI,FT,Scientist,136000,USD,136000,US,0,US,L
2024,SE,FT,Scientist,136000,USD,136000,US,0,US,M
2024,EX,FT,Engineer,136000,USD,136000,US,100,US,M
2024,SE,FT,Scientist,136000,USD,136000,US,100,US,M
2024,MI,FT,Scientist,136000,USD,136000,US,0,US,M
2024,MI,FT,Scientist,136000,USD,136000,US,0,US,L
2024,SE,FT,Finance,136000,USD,136000,US,0,US,M
2024,SE,FT,IT,136000,USD,136000,US,0,US,M
2024,MI,FT,Public Relations,136000,USD,136000,US,100,US,M
2024,SE,FT,Engineer,136000,USD,136000,US,100,US,M
2024,MI,FT,Scientist,136000,USD,136000,US,0,US,L
2024,MI,FT,Scientist,136000,USD,136000,US,0,US,L
2024,MI,FT,Scientist,136000,USD,136000,US,0,US,M
2024,SE,FT,Scientist,136000,USD,136000,US,0,US,L
2024,MI,FT,Scientist,136000,USD,136000,US,0,US,L
2024,MI,FT,Scientist,136000,USD,136000,US,0,US,L
2024,SE,FT,Scientist,136000,USD,136000,US,0,US,L
2024,SE,FT,Scientist,136000,USD,136000,US,0,US,L
2024,MI,FT,Scientist,136000,USD,136000,US,0,US,L
2024,MI,FT,Scientist,136000,USD,136000,US,0,US,L
2024,SE,FT,Scientist,136000,USD,136000,US,0,US,L
2024,MI,FT,Scientist,136000,USD,136000,US,0,US,L
2024,SE,FT,Scientist,136000,USD,136000,US,0,US,L
2024,MI,FT,Scientist,136000,USD,136000,US,0,US,L
2024,MI,FT,Scientist,136000,USD,136000,US,0,US,L
2024,SE,FT,Engineer,136000,USD,136000,US,100,US,M
2024,SE,FT,Scientist,136000,USD,136000,US,100,US,M
2024,SE,FT,Finance,136000,USD,136000,US,100,US,M
2024,MI,FT,Scientist,136000,USD,136000,US,0,US,M
2024,EX,FT,Engineer,136000,USD,136000,US,100,US,M
2024,MI,FT,Scientist,136000,USD,136000,US,0,US,L
2024,MI,FT,Scientist,136000,USD,136000,US,0,US,L
2024,SE,FT,Scientist,136000,USD,136000,US,0,US,L
2024,MI,FT,Scientist,136000,USD,136000,US,0,US,L
2024,SE,FT,Scientist,136000,USD,136000,US,0,US,L
2024,EX,FT,Engineer,136000,USD,136000,US,100,US,M
2024,MI,FT,Scientist,136000,USD,136000,US,0,US,L
2024,SE,FT,Scientist,136000,USD,136000,US,0,US,L
2024,MI,FT,Scientist,136000,USD,136000,US,0,US,L
2024,EX,FT,Engineer,136000,USD,136000,US,100,US,M
2023,MI,FT,Scientist,136000,USD,136000,US,0,US,L
2023,MI,FT,Scientist,136000,USD,136000,US,0,US,L
2023,MI,FT,Scientist,136000,USD,136000,US,0,US,L
2023,SE,FT,IT,136000,CAD,100758,CA,100,CA,M
2023,SE,FT,Scientist,136000,USD,136000,US,0,US,L
2023,SE,FT,Scientist,136000,USD,136000,US,0,US,L
2023,MI,FT,Scientist,136000,USD,136000,US,0,US,L
2023,MI,FT,Scientist,136000,USD,136000,US,0,US,L
2023,MI,FT,Scientist,136000,USD,136000,US,0,US,L
2023,MI,FT,Scientist,136000,USD,136000,US,0,US,L
2023,MI,FT,Scientist,136000,USD,136000,US,0,US,L
2023,EX,FT,Engineer,136000,USD,136000,US,100,US,M
2023,SE,FT,Scientist,136000,USD,136000,US,0,US,L
2023,SE,FT,Scientist,136000,USD,136000,US,0,US,L
2023,MI,FT,Scientist,136000,USD,136000,US,0,US,L
2023,MI,FT,Scientist,136000,USD,136000,US,0,US,M
2023,SE,FT,Scientist,136000,USD,136000,US,0,US,L
2023,SE,FT,Scientist,136000,USD,136000,US,0,US,L
2023,SE,FT,Scientist,136000,USD,136000,US,0,US,L
2023,SE,FT,Scientist,136000,USD,136000,US,0,US,L
2023,SE,FT,Scientist,136000,USD,136000,US,0,US,L
2023,SE,FT,Scientist,136000,USD,136000,US,0,US,L
2023,SE,FT,IT,136000,USD,136000,US,0,US,M
2023,SE,FT,Scientist,136000,USD,136000,US,0,US,L
2023,SE,FT,Engineer,136000,USD,136000,US,0,US,M
2023,SE,FT,Scientist,136000,USD,136000,US,0,US,L
2023,SE,FT,Scientist,136000,USD,136000,US,0,US,L
2023,SE,FT,Scientist,136000,USD,136000,US,0,US,M
2023,SE,FT,Scientist,136000,USD,136000,US,100,US,M
2023,SE,FT,Engineer,136000,USD,136000,US,0,US,M
2023,MI,FT,Scientist,136000,USD,136000,US,0,US,L
2023,MI,FT,Scientist,136000,USD,136000,US,0,US,L
2023,SE,FT,Scientist,136000,USD,136000,US,100,US,M
2023,MI,FT,Scientist,136000,USD,136000,US,0,US,L
2023,SE,FT,Scientist,136000,USD,136000,US,100,US,M
2023,SE,FT,Scientist,136000,USD,136000,US,0,US,L
2023,SE,FT,Scientist,136000,USD,136000,US,0,US,L
2023,SE,FT,Scientist,136000,USD,136000,US,0,US,L
2023,MI,FT,Scientist,136000,USD,136000,US,0,US,L
2023,MI,FT,Scientist,136000,USD,136000,US,0,US,L
2023,SE,FT,Scientist,136000,USD,136000,US,0,US,M
2023,SE,FT,Scientist,136000,USD,136000,US,100,US,M
2023,SE,FT,Scientist,136000,USD,136000,US,0,US,M
2023,SE,FT,Finance,136000,USD,136000,US,100,US,M
2023,SE,FT,Scientist,136000,USD,136000,US,0,US,M
2023,SE,FT,Scientist,136000,USD,136000,US,0,US,M
2023,MI,FT,Engineer,136000,USD,136000,US,100,US,M
2023,MI,FT,Scientist,136000,USD,136000,US,0,US,L
2023,SE,FT,Scientist,136000,USD,136000,US,100,US,M
2023,SE,FT,Scientist,136000,USD,136000,US,0,US,M
2023,SE,FT,Scientist,136000,USD,136000,US,0,US,L
2023,SE,FT,Scientist,136000,USD,136000,US,0,US,L
2023,SE,FT,Engineer,136000,USD,136000,US,100,US,M
2023,SE,FT,Scientist,136000,USD,136000,GB,0,GB,M
2023,SE,FT,Scientist,136000,USD,136000,US,0,US,L
2023,SE,FT,Scientist,136000,USD,136000,US,100,US,M
2023,SE,FT,Scientist,136000,USD,136000,US,0,US,L
2023,SE,FT,Scientist,136000,USD,136000,US,0,US,L
2023,SE,FT,Scientist,136000,USD,136000,US,0,US,M
2023,SE,FT,Scientist,136000,USD,136000,US,100,US,M
2023,SE,FT,Scientist,136000,USD,136000,US,0,US,L
2023,SE,FT,Scientist,136000,USD,136000,US,100,US,M
2023,SE,FT,Scientist,136000,USD,136000,US,0,US,L
2023,SE,FT,Scientist,136000,USD,136000,US,0,US,L
2023,SE,FT,Scientist,136000,USD,136000,US,0,US,L
2023,SE,FT,Scientist,136000,USD,136000,US,0,US,L
2023,SE,FT,Scientist,136000,USD,136000,US,0,US,L
2023,SE,FT,Scientist,136000,USD,136000,US,0,US,M
2023,SE,FT,Scientist,136000,USD,136000,US,0,US,L
2023,SE,FT,Scientist,136000,USD,136000,US,0,US,L
2023,SE,FT,Scientist,136000,USD,136000,US,0,US,L
2023,SE,FT,Scientist,136000,USD,136000,US,0,US,L
2023,SE,FT,Scientist,136000,USD,136000,US,0,US,L
2023,SE,FT,Finance,136000,USD,136000,US,100,US,M
2023,SE,FT,Scientist,136000,USD,136000,US,0,US,L
2023,SE,FT,Scientist,136000,USD,136000,US,0,US,L
2023,SE,FT,Scientist,136000,USD,136000,US,0,US,L
2023,SE,FT,Scientist,136000,USD,136000,US,0,US,L
2023,SE,FT,Finance,136000,USD,136000,US,100,US,M
2023,SE,FT,Scientist,136000,USD,136000,US,0,US,L
2023,SE,FT,Scientist,136000,USD,136000,US,0,US,L
2023,SE,FT,Scientist,136000,USD,136000,US,0,US,L
2023,SE,FT,Scientist,136000,USD,136000,US,0,US,L
2023,SE,FT,Scientist,136000,USD,136000,US,0,US,L
2023,SE,FT,Scientist,136000,USD,136000,US,0,US,L
2023,SE,FT,Scientist,136000,USD,136000,US,0,US,L
2023,SE,FT,Scientist,136000,USD,136000,US,0,US,L
2023,SE,FT,Scientist,136000,USD,136000,US,0,US,L
2023,SE,FT,Scientist,136000,USD,136000,US,0,US,L
2023,SE,FT,Scientist,136000,USD,136000,US,0,US,L
2023,SE,FT,Scientist,136000,USD,136000,US,0,US,L
2023,SE,FT,Scientist,136000,USD,136000,US,0,US,L
2023,SE,FT,Scientist,136000,USD,136000,US,0,US,L
2023,SE,FT,Scientist,136000,USD,136000,US,0,US,L
2023,SE,FT,Scientist,136000,USD,136000,US,0,US,M
2023,SE,FT,Scientist,136000,USD,136000,US,0,US,L
2023,SE,FT,Scientist,136000,USD,136000,US,0,US,L
2023,SE,FT,Scientist,136000,USD,136000,US,0,US,L
2023,SE,FT,Scientist,136000,USD,136000,US,0,US,M
2023,SE,FT,Scientist,136000,USD,136000,US,100,US,M
2023,SE,FT,Scientist,136000,USD,136000,US,100,US,M
2023,SE,FT,Scientist,136000,USD,136000,US,100,US,M
2022,SE,FT,Scientist,136000,USD,136000,US,100,US,M
2022,SE,FT,Scientist,136000,USD,136000,US,100,US,M
2022,SE,FT,IT,136000,USD,136000,US,100,US,M
2022,SE,FT,Scientist,136000,USD,136000,US,100,US,M
2022,MI,FT,Finance,136000,USD,136000,US,100,US,M
2022,SE,FT,Engineer,136000,USD,136000,US,0,US,M
2023,SE,FT,Finance,135960,USD,135960,US,0,US,M
2024,SE,FT,Engineer,135920,USD,135920,US,100,US,M
2024,SE,FT,Engineer,135920,USD,135920,US,100,US,M
2023,SE,FT,Scientist,135842,USD,135842,US,0,US,M
2023,SE,FT,IT,135800,USD,135800,US,100,US,M
2023,SE,FT,IT,135800,USD,135800,US,100,US,M
2023,MI,FT,Scientist,135700,USD,135700,US,0,US,M
2024,SE,FT,Engineer,135549,USD,135549,US,100,US,M
2024,SE,FT,Engineer,135482,USD,135482,US,100,US,M
2024,MI,FT,Scientist,135450,USD,135450,US,100,US,M
2024,MI,FT,Engineer,135200,USD,135200,US,0,US,M
2024,MI,FT,Engineer,135200,USD,135200,US,0,US,M
2024,SE,FT,Engineer,135200,USD,135200,US,0,US,M
2024,SE,FT,Engineer,135200,USD,135200,US,0,US,M
2023,SE,FT,Scientist,135200,USD,135200,US,0,US,M
2024,SE,FT,IT,135127,USD,135127,US,100,US,M
2024,MI,FT,Scientist,135097,USD,135097,US,0,US,M
2024,SE,FT,Engineer,135000,USD,135000,US,100,US,M
2024,MI,FT,Scientist,135000,USD,135000,US,0,US,M
2024,MI,FT,Finance,135000,USD,135000,US,0,US,M
2024,MI,FT,Finance,135000,USD,135000,US,0,US,M
2024,SE,FT,Engineer,135000,USD,135000,US,0,US,M
2024,MI,FT,Scientist,135000,USD,135000,US,100,US,M
2024,MI,FT,Scientist,135000,USD,135000,US,100,US,M
2024,SE,FT,Engineer,135000,USD,135000,US,100,US,M
2024,SE,FT,Finance,135000,USD,135000,US,0,US,M
2024,SE,FT,Engineer,135000,USD,135000,US,0,US,M
2024,SE,FT,Engineer,135000,USD,135000,US,100,US,M
2024,SE,FT,Engineer,135000,USD,135000,US,0,US,M
2024,SE,FT,Finance,135000,USD,135000,US,0,US,M
2024,MI,FT,Scientist,135000,USD,135000,US,0,US,M
2024,MI,FT,Engineer,135000,USD,135000,US,0,US,M
2024,SE,FT,IT,135000,CAD,103846,CA,100,CA,M
2024,MI,FT,Engineer,135000,USD,135000,US,0,US,M
2024,SE,FT,Scientist,135000,USD,135000,US,100,US,M
2024,SE,FT,Engineer,135000,USD,135000,US,100,US,M
2024,MI,FT,Engineer,135000,USD,135000,US,100,US,M
2024,SE,FT,Engineer,135000,USD,135000,US,0,US,M
2024,EN,FT,Engineer,135000,USD,135000,US,100,US,M
2024,SE,FT,Finance,135000,USD,135000,US,0,US,M
2024,SE,FT,IT,135000,USD,135000,US,100,US,M
2024,SE,FT,Engineer,135000,USD,135000,US,100,US,M
2024,SE,FT,Finance,135000,USD,135000,US,0,US,M
2024,MI,FT,Engineer,135000,USD,135000,US,100,US,M
2023,MI,FT,Engineer,135000,USD,135000,US,0,US,M
2023,SE,FT,Finance,135000,USD,135000,US,100,US,M
2023,SE,FT,Scientist,135000,USD,135000,US,0,US,M
2023,SE,FT,Engineer,135000,USD,135000,US,100,US,M
2023,SE,FT,Finance,135000,USD,135000,US,0,US,M
2023,SE,FT,Engineer,135000,CAD,100017,CA,100,CA,M
2023,MI,FT,Scientist,135000,USD,135000,US,0,US,M
2023,SE,FT,Engineer,135000,USD,135000,US,0,US,M
2023,SE,FT,IT,135000,USD,135000,US,100,US,M
2023,SE,FT,Scientist,135000,USD,135000,US,100,US,M
2023,EN,FT,Scientist,135000,USD,135000,US,0,US,M
2023,SE,FT,Scientist,135000,USD,135000,US,100,US,M
2023,MI,FT,Finance,135000,USD,135000,US,0,US,M
2023,SE,FT,Finance,135000,USD,135000,US,0,US,M
2023,EX,FT,Engineer,135000,USD,135000,US,0,US,M
2023,SE,FT,Engineer,135000,USD,135000,US,100,US,M
2023,SE,FT,Scientist,135000,USD,135000,US,0,US,M
2023,SE,FT,IT,135000,USD,135000,US,100,US,M
2023,EN,FT,Scientist,135000,USD,135000,US,0,US,M
2023,SE,FT,Finance,135000,USD,135000,US,100,US,M
2023,SE,FT,Engineer,135000,USD,135000,US,0,US,M
2023,SE,FT,IT,135000,USD,135000,US,100,US,M
2023,SE,FT,IT,135000,USD,135000,US,100,US,M
2023,MI,FT,Scientist,135000,USD,135000,US,100,US,M
2023,SE,FT,Finance,135000,USD,135000,US,100,US,M
2023,MI,FT,Finance,135000,USD,135000,US,100,US,M
2023,SE,FT,Engineer,135000,USD,135000,US,0,US,M
2023,SE,FT,Engineer,135000,USD,135000,US,0,US,M
2023,SE,FT,Engineer,135000,USD,135000,US,0,US,M
2023,MI,FT,Engineer,135000,USD,135000,US,0,US,M
2023,MI,FT,Engineer,135000,USD,135000,US,0,US,M
2023,MI,FT,Scientist,135000,USD,135000,US,0,US,M
2023,SE,FT,Finance,135000,USD,135000,US,0,US,M
2023,SE,FT,Scientist,135000,USD,135000,US,100,US,M
2023,MI,FT,Scientist,135000,USD,135000,US,0,US,M
2023,SE,FT,Finance,135000,USD,135000,US,100,US,M
2023,MI,FT,Engineer,135000,USD,135000,US,100,US,M
2023,MI,FT,Engineer,135000,USD,135000,US,0,US,M
2023,SE,FT,IT,135000,USD,135000,US,100,US,M
2023,SE,FT,Engineer,135000,USD,135000,GB,100,GB,M
2023,MI,FT,Scientist,135000,USD,135000,GB,100,GB,M
2023,SE,FT,IT,135000,USD,135000,US,100,US,M
2023,MI,FT,Scientist,135000,USD,135000,US,0,US,M
2023,SE,FT,Scientist,135000,USD,135000,US,100,US,M
2023,SE,FT,Engineer,135000,USD,135000,US,0,US,M
2023,SE,FT,Engineer,135000,USD,135000,US,0,US,M
2023,MI,FT,Engineer,135000,USD,135000,US,0,US,M
2023,MI,FT,Engineer,135000,USD,135000,US,0,US,M
2023,SE,FT,Finance,135000,USD,135000,US,100,US,M
2023,SE,FT,Finance,135000,USD,135000,US,0,US,M
2023,MI,FT,IT,135000,USD,135000,US,0,US,M
2023,SE,FT,Scientist,135000,USD,135000,US,100,US,M
2023,SE,FT,Scientist,135000,USD,135000,US,100,US,M
2023,SE,FT,Finance,135000,USD,135000,US,100,US,M
2023,SE,FT,Finance,135000,USD,135000,US,0,US,M
2023,SE,FT,Scientist,135000,USD,135000,US,0,US,M
2023,SE,FT,Finance,135000,USD,135000,CA,100,CA,M
2023,SE,FT,Finance,135000,USD,135000,US,0,US,M
2023,MI,FT,IT,135000,USD,135000,US,0,US,M
2023,SE,FT,Scientist,135000,USD,135000,US,0,US,M
2023,MI,FT,Engineer,135000,USD,135000,US,50,US,L
2023,SE,FT,Finance,135000,USD,135000,US,0,US,M
2023,SE,FT,Finance,135000,USD,135000,US,0,US,M
2023,SE,FT,Engineer,135000,USD,135000,US,100,US,M
2023,SE,FT,Scientist,135000,USD,135000,US,100,US,M
2023,SE,FT,IT,135000,USD,135000,US,100,US,M
2023,EN,FT,Engineer,135000,USD,135000,US,0,US,M
2023,SE,FT,Engineer,135000,USD,135000,US,0,US,M
2023,EN,FT,Engineer,135000,USD,135000,US,0,US,M
2023,MI,FT,Finance,135000,USD,135000,US,0,US,M
2023,SE,FT,Engineer,135000,USD,135000,US,0,US,M
2023,SE,FT,Engineer,135000,USD,135000,US,100,US,M
2023,SE,FT,Scientist,135000,USD,135000,US,100,US,M
2023,SE,FT,Engineer,135000,USD,135000,US,0,US,M
2023,EN,FT,Engineer,135000,USD,135000,US,0,US,M
2023,EN,FT,Engineer,135000,USD,135000,US,0,US,M
2022,EN,FT,Engineer,135000,USD,135000,US,0,US,M
2022,SE,FT,Engineer,135000,USD,135000,US,0,US,M
2022,EN,FT,Engineer,135000,USD,135000,US,0,US,M
2022,SE,FT,IT,135000,USD,135000,US,100,US,M
2022,EN,FT,Engineer,135000,USD,135000,US,0,US,M
2022,MI,FT,Scientist,135000,USD,135000,US,0,US,M
2022,SE,FT,IT,135000,USD,135000,US,100,US,M
2022,SE,FT,Engineer,135000,USD,135000,US,0,US,M
2022,EN,FT,Engineer,135000,USD,135000,US,0,US,M
2022,SE,FT,Engineer,135000,USD,135000,US,0,US,M
2022,MI,FT,IT,135000,USD,135000,US,0,US,M
2022,EN,FT,Engineer,135000,USD,135000,US,0,US,M
2022,SE,FT,Engineer,135000,USD,135000,US,0,US,M
2022,SE,FT,Engineer,135000,USD,135000,US,0,US,M
2022,MI,FT,Engineer,135000,USD,135000,US,100,US,M
2022,EN,FT,Engineer,135000,USD,135000,US,0,US,M
2022,SE,FT,Scientist,135000,USD,135000,US,100,US,M
2022,SE,FT,Engineer,135000,USD,135000,US,100,US,M
2022,SE,FT,Engineer,135000,USD,135000,US,0,US,M
2022,SE,FT,Finance,135000,USD,135000,US,100,US,M
2022,MI,FT,Engineer,135000,USD,135000,US,100,US,L
2022,SE,FT,IT,135000,USD,135000,US,100,US,M
2022,SE,FT,Engineer,135000,USD,135000,PR,100,PR,M
2022,SE,FT,IT,135000,USD,135000,US,100,US,M
2022,SE,FT,Engineer,135000,USD,135000,US,100,US,M
2022,SE,FT,IT,135000,USD,135000,US,100,US,M
2022,SE,FT,Engineer,135000,USD,135000,US,0,US,M
2022,SE,FT,Engineer,135000,USD,135000,US,100,US,M
2022,SE,FT,Engineer,135000,USD,135000,US,100,US,M
2022,SE,FT,Engineer,135000,USD,135000,US,100,US,M
2022,SE,FT,Engineer,135000,USD,135000,PR,100,PR,M
2022,SE,FT,Engineer,135000,USD,135000,US,100,US,M
2022,SE,FT,Finance,135000,USD,135000,US,100,US,M
2022,EX,FT,Engineer,135000,USD,135000,US,100,US,M
2022,SE,FT,Finance,135000,USD,135000,US,100,US,M
2022,MI,FT,Finance,135000,USD,135000,US,100,US,M
2022,SE,FT,Engineer,135000,USD,135000,US,100,US,M
2022,MI,FT,Scientist,135000,USD,135000,US,100,US,L
2021,MI,FT,Finance,135000,USD,135000,US,100,US,L
2021,SE,FT,Scientist,135000,USD,135000,US,0,US,L
2020,MI,FT,Finance,135000,USD,135000,US,100,US,L
2024,SE,FT,Analyst,134900,USD,134900,US,0,US,M
2022,SE,FT,Engineer,134760,USD,134760,US,100,US,M
2024,MI,FT,Engineer,134600,USD,134600,US,0,US,M
2024,SE,FT,IT,134530,USD,134530,US,0,US,M
2024,SE,FT,Finance,134500,USD,134500,US,0,US,M
2024,MI,FT,Finance,134500,USD,134500,US,0,US,M
2024,MI,FT,Finance,134500,USD,134500,US,0,US,M
2024,MI,FT,Finance,134500,USD,134500,US,0,US,M
2023,SE,FT,Finance,134500,USD,134500,US,100,US,M
2023,SE,FT,Engineer,134500,USD,134500,US,0,US,L
2023,SE,FT,Engineer,134500,USD,134500,US,0,US,M
2023,SE,FT,Engineer,134500,USD,134500,US,0,US,L
2023,SE,FT,Engineer,134500,USD,134500,US,0,US,L
2024,MI,FT,IT,134400,USD,134400,US,0,US,M
2024,MI,FT,Finance,134400,USD,134400,US,0,US,M
2024,MI,FT,Finance,134400,USD,134400,US,0,US,M
2023,MI,FT,IT,134326,USD,134326,US,0,US,M
2023,SE,FT,Scientist,134236,USD,134236,US,0,US,M
2023,SE,FT,IT,134236,USD,134236,US,0,US,M
2023,SE,FT,Scientist,134236,USD,134236,US,0,US,M
2024,SE,FT,Finance,134200,USD,134200,US,100,US,M
2024,SE,FT,Finance,134200,USD,134200,US,100,US,M
2023,SE,FT,Finance,134200,USD,134200,US,0,US,M
2023,SE,FT,Finance,134200,USD,134200,US,0,US,M
2023,SE,FT,Finance,134200,USD,134200,GB,0,GB,M
2023,SE,FT,Finance,134200,USD,134200,GB,0,GB,M
2024,MI,FT,Engineer,134160,USD,134160,US,0,US,M
2023,SE,FT,Scientist,134024,USD,134024,US,0,US,M
2024,MI,FT,Engineer,134000,USD,134000,US,0,US,M
2023,MI,FT,Finance,134000,USD,134000,US,100,US,M
2023,SE,FT,IT,134000,USD,134000,US,0,US,M
2023,SE,FT,IT,134000,USD,134000,US,0,US,M
2023,SE,FT,Scientist,134000,USD,134000,US,0,US,M
2023,SE,FT,IT,134000,USD,134000,US,0,US,M
2023,SE,FT,Engineer,134000,USD,134000,US,100,US,M
2023,SE,FT,Engineer,134000,USD,134000,US,100,US,M
2023,SE,FT,Engineer,134000,USD,134000,CA,0,CA,M
2023,SE,FT,Finance,134000,USD,134000,US,100,US,M
2023,SE,FT,Scientist,134000,USD,134000,US,100,US,M
2023,SE,FT,Engineer,134000,USD,134000,US,100,US,M
2023,SE,FT,Scientist,134000,USD,134000,US,100,US,M
2023,MI,FT,Engineer,134000,USD,134000,US,100,US,M
2023,SE,FT,Scientist,134000,USD,134000,US,0,US,M
2023,SE,FT,Scientist,134000,USD,134000,US,0,US,M
2022,MI,FT,Engineer,134000,USD,134000,US,100,US,M
2022,SE,FT,Engineer,134000,USD,134000,US,0,US,M
2022,SE,FT,Scientist,134000,USD,134000,US,100,US,M
2022,MI,FT,IT,134000,USD,134000,US,0,US,M
2022,MI,FT,IT,134000,USD,134000,US,0,US,M
2022,MI,FT,IT,134000,USD,134000,US,100,US,M
2024,MI,FT,Engineer,133903,USD,133903,US,100,US,M
2024,MI,FT,Engineer,133903,USD,133903,US,100,US,M
2023,SE,FT,Engineer,133832,USD,133832,US,0,US,M
2023,MI,FT,Engineer,133800,USD,133800,US,0,US,M
2023,SE,FT,Engineer,133800,USD,133800,US,0,US,M
2023,SE,FT,Engineer,133800,USD,133800,US,100,US,M
2023,SE,FT,Engineer,133700,USD,133700,CA,0,CA,M
2023,SE,FT,Engineer,133700,USD,133700,CA,0,CA,M
2024,SE,FT,Finance,133650,USD,133650,US,100,US,M
2024,SE,FT,Finance,133504,USD,133504,US,0,US,M
2023,SE,FT,Scientist,133500,USD,133500,US,0,US,M
2023,SE,FT,Finance,133300,USD,133300,US,0,US,M
2023,SE,FT,Engineer,133300,USD,133300,US,0,US,M
2023,SE,FT,Scientist,133300,USD,133300,US,0,US,M
2023,SE,FT,Engineer,133300,USD,133300,US,0,US,M
2023,SE,FT,Finance,133300,USD,133300,US,100,US,M
2023,SE,FT,Engineer,133300,USD,133300,US,0,US,M
2023,SE,FT,Engineer,133300,USD,133300,US,0,US,M
2023,SE,FT,Engineer,133300,USD,133300,US,0,US,M
2023,SE,FT,Engineer,133300,USD,133300,US,0,US,M
2023,SE,FT,Engineer,133300,USD,133300,US,0,US,M
2023,SE,FT,Engineer,133300,USD,133300,US,0,US,M
2023,SE,FT,Engineer,133300,USD,133300,US,0,US,M
2024,SE,FT,Scientist,133200,USD,133200,US,0,US,M
2024,SE,FT,Scientist,133200,USD,133200,US,0,US,M
2024,SE,FT,IT,133200,USD,133200,US,0,US,M
2024,SE,FT,Scientist,133200,USD,133200,US,0,US,M
2023,SE,FT,Engineer,133200,USD,133200,US,100,US,M
2023,SE,FT,Engineer,133200,USD,133200,US,100,US,M
2023,SE,FT,Scientist,133200,USD,133200,US,100,US,M
2024,EN,FT,Finance,133000,USD,133000,US,0,US,M
2024,EN,FT,Finance,133000,USD,133000,US,0,US,M
2024,MI,FT,Engineer,133000,USD,133000,US,0,US,M
2024,MI,FT,Scientist,133000,USD,133000,US,100,US,M
2024,EN,FT,Scientist,133000,USD,133000,US,0,US,M
2024,MI,FT,Engineer,133000,USD,133000,US,0,US,M
2024,MI,FT,Engineer,133000,USD,133000,US,0,US,M
2024,MI,FT,Scientist,133000,USD,133000,US,0,US,M
2024,MI,FT,Engineer,133000,USD,133000,US,0,US,M
2024,EN,PT,Scientist,133000,USD,133000,US,0,US,M
2024,MI,FT,Engineer,133000,USD,133000,AU,0,AU,M
2023,MI,FT,Engineer,133000,USD,133000,US,0,US,M
2023,MI,FT,Finance,133000,USD,133000,US,0,US,M
2023,MI,FT,Engineer,133000,USD,133000,US,0,US,M
2023,MI,FT,Scientist,133000,USD,133000,US,0,US,M
2023,MI,FT,Engineer,133000,USD,133000,US,0,US,M
2023,EN,FT,Engineer,133000,USD,133000,US,0,US,M
2023,SE,FT,Engineer,133000,USD,133000,US,0,US,M
2023,EN,FT,Finance,133000,USD,133000,US,0,US,M
2023,EN,PT,Scientist,133000,USD,133000,US,0,US,M
2023,SE,FT,Engineer,133000,USD,133000,US,0,US,M
2023,MI,FT,Engineer,133000,USD,133000,US,0,US,M
2023,MI,FT,Engineer,133000,USD,133000,US,0,US,M
2023,EN,FT,Scientist,133000,USD,133000,US,0,US,M
2023,MI,FT,Engineer,133000,USD,133000,US,0,US,M
2023,SE,FT,Engineer,133000,USD,133000,US,0,US,M
2023,SE,FT,Finance,133000,USD,133000,US,100,US,M
2023,SE,FT,Scientist,133000,USD,133000,US,100,US,M
2023,SE,FT,Engineer,133000,USD,133000,US,0,US,M
2022,SE,FT,IT,133000,USD,133000,NL,0,NL,L
2024,SE,FT,Finance,132974,USD,132974,US,0,US,M
2024,MI,FT,Engineer,132974,USD,132974,US,100,US,M
2024,MI,FT,Engineer,132974,USD,132974,US,100,US,M
2024,SE,FT,Analyst,132900,USD,132900,US,0,US,M
2023,SE,FT,Engineer,132870,USD,132870,GB,0,GB,M
2023,SE,FT,Engineer,132624,USD,132624,US,100,US,M
2024,SE,FT,Analyst,132600,USD,132600,US,0,US,M
